Employee_number,Employee_name,Employee_age,Maritial_Status,Current_Salary,Number_of_Children,years_experience,past_projects,current_projects,Divorced_earlier,Father_alive,Mother_alive,performance_rating,Education_level,Department,Role,Job_Satisfaction,Work_Life_Balance,is_outlier
52514,Leo Taylor,35,True,62047,2,7,4,2,No,Yes,Yes,4,Bachelor's,Sales,Sales Manager,5.956552071615414,1.0,0
52516,Arun Miller,25,False,85007,3,0,7,0,No,Yes,Yes,2,High School,Finance,Analyst,10.0,1.0,0
52517,Leo Williams,26,True,62794,0,0,6,2,No,Yes,Yes,3,Diploma,HR,HR Executive,2.2824663862882772,10.0,0
52519,David Wilson,42,False,73616,1,21,8,1,Yes,Yes,Yes,3,High School,R&D,Scientist,10.0,6.755175504293295,0
52520,Vikram Thompson,42,False,70598,2,18,3,1,No,Yes,Yes,4,Bachelor's,Operations,Operations Coordinator,4.662657102687412,2.8093215921541534,0
52524,Michael Singh,28,False,60015,3,0,0,0,No,Yes,Yes,3,Diploma,Engineering,ML Engineer,4.600168517709282,7.0291576393310375,0
52535,Sarah Gupta,42,False,70323,1,16,9,1,No,Yes,Yes,3,Diploma,R&D,Researcher,7.254528452873119,1.0,0
52546,Sarah Wilson,31,False,64235,3,5,8,3,Yes,Yes,Yes,3,Bachelor's,Finance,Analyst,4.786399654381489,5.374558397040542,0
52553,Priya Johnson,38,False,88603,0,10,1,1,No,Yes,Yes,3,Bachelor's,R&D,Scientist,3.42974249126377,10.0,0
52555,Sarah Walker,37,True,66667,0,15,12,3,No,Yes,Yes,4,Diploma,Finance,Analyst,10.0,7.644767020225565,0
52556,Sophia Smith,45,False,64590,0,17,1,3,No,Yes,No,3,Bachelor's,Sales,Sales Manager,8.827310951784586,1.9793739853469923,0
52557,Vikram Williams,43,True,78365,0,4,2,1,Yes,Yes,Yes,4,Diploma,Finance,Senior Analyst,10.0,6.358338472415696,0
52559,Linda Sharma,41,False,74690,3,17,5,0,Yes,Yes,Yes,4,Bachelor's,R&D,Researcher,8.840575234345454,8.040761637542033,0
52564,Arun Smith,44,True,89261,0,21,10,1,No,Yes,Yes,4,High School,Finance,Analyst,5.512956540404406,4.5438429872177455,0
52568,Emily Patel,48,True,86615,3,27,5,2,Yes,Yes,No,4,Bachelor's,R&D,Scientist,1.0,10.0,0
52569,Kiran Brown,18,True,73432,0,0,6,0,No,No,Yes,4,Bachelor's,Operations,Operations Coordinator,2.1749363455654738,7.3744424400608874,0
52573,Linda Anderson,32,True,62205,0,11,11,2,No,Yes,Yes,4,Diploma,HR,HR Manager,9.676668560624542,2.754466499640606,0
52577,Leo Smith,43,False,68253,0,9,13,2,No,Yes,No,4,High School,R&D,Scientist,6.518663997897455,1.3427889951738914,0
52581,Vikram Anderson,30,False,76012,3,9,1,2,Yes,Yes,No,3,Bachelor's,HR,HR Executive,5.383081423692882,1.5695033156425406,0
52582,Sophia Davis,39,False,65011,3,11,2,3,Yes,Yes,Yes,3,Bachelor's,Operations,Operations Coordinator,9.529660968670884,2.1590392941991707,0
52583,Nina Lewis,42,True,82127,0,14,9,1,No,Yes,No,3,Diploma,Sales,Sales Manager,10.0,8.782554748851052,0
52586,Priya Singh,25,False,69891,0,0,7,1,No,Yes,Yes,1,Diploma,Support,Support Engineer,10.0,3.32390998601904,0
52588,David Kumar,46,False,74440,2,1,11,1,No,Yes,Yes,4,Bachelor's,Finance,Senior Analyst,9.001849102525187,1.2073857627360125,0
52590,John Iyer,25,True,86187,1,0,10,2,Yes,Yes,Yes,3,Master's,Sales,Sales Manager,10.0,5.836584739109323,0
52591,Ananya Sharma,39,False,72336,0,9,11,2,No,No,Yes,4,High School,Support,Customer Specialist,10.0,1.0,0
52593,Priya Taylor,48,False,69254,3,2,13,1,No,Yes,Yes,3,Diploma,Operations,Operations Coordinator,10.0,1.016498691277147,0
52594,Leo Kumar,29,False,60519,1,6,0,3,No,Yes,Yes,2,High School,Operations,Operations Coordinator,10.0,1.0,0
52603,Rohit Iyer,30,True,69369,1,9,12,3,No,No,Yes,4,Diploma,HR,HR Executive,6.156969776380549,2.021749176443442,0
52606,Luke Singh,35,True,85257,3,2,2,0,No,Yes,Yes,5,Bachelor's,Engineering,ML Engineer,3.825125498930156,2.7338008549797195,0
52611,John Sharma,45,False,84067,0,21,4,0,No,Yes,Yes,3,Master's,Sales,Sales Manager,2.718978665398768,10.0,0
52613,Sarah Taylor,24,True,65526,1,2,0,2,No,No,Yes,3,Diploma,R&D,Researcher,5.387353787624173,10.0,0
52619,Leo Brown,34,True,95275,0,3,3,2,Yes,No,No,5,Bachelor's,Finance,Analyst,8.282294507647041,6.7012768460203045,0
52625,Arun Sharma,32,True,73053,0,8,13,0,Yes,Yes,Yes,5,Bachelor's,Operations,Operations Coordinator,10.0,1.754257290988254,0
52627,Ananya Wilson,26,False,94437,1,3,6,2,No,Yes,Yes,3,Diploma,R&D,Researcher,1.1620138759059024,10.0,0
52631,Karen Patel,36,True,72307,0,0,13,1,No,Yes,Yes,4,Diploma,Engineering,DevOps Engineer,8.48642820488027,2.322932100540716,0
52632,John Brown,38,True,72043,3,13,10,0,No,Yes,Yes,5,Diploma,Finance,Analyst,1.7522332905046234,6.616318716095282,0
52637,Sarah Smith,27,False,76467,1,6,12,1,No,Yes,Yes,3,Master's,Operations,Operations Coordinator,1.5483860509392224,2.9779335587008524,0
52638,Michael Miller,19,True,63678,1,0,2,3,No,No,Yes,3,Bachelor's,Support,Customer Specialist,4.819876640518826,2.4567958835250217,0
52640,Linda Lewis,33,True,60122,0,0,3,2,No,Yes,No,3,Bachelor's,Engineering,Software Engineer,10.0,8.8198424676289,0
52647,Sarah Taylor,34,False,69615,0,0,11,0,No,Yes,Yes,3,Diploma,R&D,Scientist,5.669522025036845,4.046794734259639,0
52648,Luke Iyer,30,False,81510,1,1,6,0,No,Yes,Yes,5,Master's,Sales,Account Executive,5.3367621958881415,9.1129657382643,0
52650,Nina Iyer,28,False,61776,3,0,4,2,No,No,No,2,High School,HR,HR Manager,10.0,5.391563352665308,0
52655,Sophia Walker,49,True,88605,3,21,11,0,Yes,Yes,Yes,3,Bachelor's,HR,HR Manager,10.0,1.8727455667796509,0
52656,Emily Walker,36,True,73727,2,1,0,0,No,Yes,Yes,3,Diploma,HR,HR Executive,7.33605369545557,5.674922648916137,0
52658,Daniel Williams,35,True,69767,0,12,13,3,Yes,Yes,Yes,3,Bachelor's,Support,Customer Specialist,5.971738185258072,8.300183796441216,0
52663,Michael Thompson,18,True,63220,0,0,5,1,No,Yes,Yes,3,Master's,Sales,Sales Manager,8.949431863973064,7.299277942049427,0
52665,Luke Kumar,22,False,66666,0,0,6,0,No,Yes,Yes,3,Bachelor's,Sales,Sales Manager,10.0,3.628575339021899,0
52666,Olivia Gupta,27,False,61594,2,0,4,3,No,Yes,No,3,Master's,Support,Support Engineer,6.366454063711201,4.277679734083072,0
52674,Rohit Brown,33,False,75192,2,12,3,2,No,Yes,Yes,5,Bachelor's,Operations,Ops Manager,8.882534006402832,10.0,0
52675,Nina Patel,38,True,75695,1,0,4,3,No,Yes,Yes,4,High School,R&D,Scientist,6.070877240401414,2.7433322814471626,0
52676,Daniel Iyer,37,False,86945,0,0,7,1,Yes,Yes,Yes,3,Bachelor's,HR,HR Executive,10.0,7.034523082038854,0
52678,Nina Brown,38,False,61633,1,4,2,2,Yes,Yes,No,3,Diploma,R&D,Scientist,10.0,6.10582199125931,0
52682,Arun Sharma,47,True,70625,2,20,5,1,No,Yes,Yes,4,Bachelor's,Engineering,ML Engineer,10.0,2.822071400680346,0
52683,Priya Sharma,18,False,65491,1,0,5,0,Yes,Yes,Yes,3,Bachelor's,Support,Support Engineer,10.0,2.1433146316644014,0
52684,Priya Johnson,40,True,75096,1,19,12,3,Yes,Yes,No,4,Master's,R&D,Researcher,6.936042479624322,8.854917313813688,0
52690,Priya Singh,39,True,99466,1,9,5,3,No,No,Yes,3,Diploma,HR,HR Executive,6.2712457037351665,5.806953453010242,0
52691,Ananya Singh,18,True,72526,0,0,7,1,No,No,Yes,3,Bachelor's,HR,HR Executive,10.0,5.375811173824422,0
52693,David Brown,18,True,61248,0,0,9,1,No,Yes,Yes,4,Diploma,Engineering,Software Engineer,7.035897187799768,2.662981505550821,0
52695,Arun Kumar,23,False,87371,1,0,11,2,No,No,Yes,3,Diploma,Support,Support Engineer,10.0,1.0,0
52698,Luke Walker,55,True,60568,3,32,10,1,Yes,Yes,Yes,3,PhD,Finance,Senior Analyst,10.0,1.4700880830541458,0
52699,Leo Wilson,50,True,87792,1,24,9,1,No,No,Yes,3,Diploma,HR,HR Executive,10.0,4.44409284125237,0
52702,John Davis,49,True,68090,0,12,5,0,No,Yes,Yes,3,Master's,Sales,Account Executive,5.734717113720447,5.416446914818257,0
52703,Karen Singh,35,False,98355,3,2,3,2,Yes,Yes,Yes,2,Master's,R&D,Researcher,1.1992015617837897,10.0,0
52707,Arun Iyer,47,True,81326,1,12,8,2,No,Yes,Yes,3,High School,Sales,Account Executive,7.310451208272186,1.3732144652310216,0
52709,Rohit Miller,44,True,61454,1,10,11,1,No,Yes,Yes,3,High School,Support,Customer Specialist,6.695691672791522,1.8385406506483495,0
52712,Ananya Brown,40,False,72142,0,19,5,2,Yes,No,Yes,5,Master's,HR,HR Executive,6.398837592799365,8.091133430880049,0
52714,Olivia Lewis,35,False,68946,0,7,14,0,No,Yes,Yes,3,Master's,Engineering,ML Engineer,10.0,5.619045462389083,0
52716,Priya Wilson,23,False,66263,2,1,2,1,No,Yes,Yes,3,PhD,Operations,Ops Manager,4.877224307311199,9.019761852397172,0
52719,Ananya Thompson,42,True,88372,0,10,3,1,Yes,Yes,Yes,4,High School,Sales,Account Executive,10.0,6.238120852454764,0
52720,Nina Williams,38,False,63449,3,0,1,1,No,Yes,Yes,5,Diploma,R&D,Researcher,10.0,1.0,0
52722,Vikram Thompson,35,False,70345,0,9,11,3,No,Yes,Yes,3,High School,Engineering,Software Engineer,4.2291724957845815,7.399857514803875,0
52723,Daniel Brown,42,False,67053,0,20,9,1,Yes,Yes,No,4,Bachelor's,Sales,Account Executive,9.483377131882449,10.0,0
52728,Daniel Sharma,44,True,92636,3,10,2,1,Yes,Yes,Yes,4,Bachelor's,Sales,Sales Manager,10.0,4.271634258779812,0
52729,Karen Wilson,38,False,60102,1,13,0,0,No,Yes,Yes,3,Bachelor's,HR,HR Executive,7.259816974630123,6.732267218123033,0
52731,Kiran Thompson,43,False,65731,1,7,0,1,No,No,Yes,4,Bachelor's,Engineering,DevOps Engineer,6.328297656202002,10.0,0
52732,Leo Smith,34,False,69225,0,13,9,3,No,Yes,Yes,3,Diploma,Sales,Sales Manager,9.132835089957767,2.1540671116527177,0
52736,Daniel Lewis,43,False,61570,2,8,11,1,Yes,Yes,Yes,3,PhD,R&D,Researcher,8.991242903653008,4.625397980624301,0
52737,Nina Anderson,18,False,92337,0,0,14,0,No,Yes,Yes,1,Bachelor's,HR,HR Executive,10.0,6.1608188339215415,0
52738,Sophia Patel,18,False,80003,0,0,12,1,Yes,Yes,Yes,3,Diploma,R&D,Researcher,10.0,5.436320928640161,0
52742,David Davis,31,True,65856,1,7,3,3,No,Yes,Yes,4,Bachelor's,HR,HR Executive,10.0,1.0,0
52744,Arun Davis,33,True,76858,0,0,10,2,No,No,Yes,2,Master's,R&D,Researcher,9.728962049194113,6.233541704165129,0
52746,Nina Davis,35,True,59511,1,11,14,2,No,Yes,Yes,3,Bachelor's,Sales,Sales Manager,10.0,1.0,0
52747,Aisha Lewis,38,False,93981,0,10,8,2,No,Yes,Yes,3,Bachelor's,R&D,Scientist,10.0,4.784929813713395,0
52749,David Johnson,36,True,61302,0,0,0,2,No,Yes,Yes,4,Diploma,Operations,Operations Coordinator,5.920109882996712,1.0,0
52750,Michael Thompson,43,False,74789,2,16,7,1,No,Yes,Yes,3,Diploma,HR,HR Executive,4.267251568203805,4.768278916993472,0
52751,Rohit Gupta,41,True,63501,2,7,9,0,No,No,Yes,3,Diploma,R&D,Researcher,4.8889276805674164,6.237473394413252,0
52753,David Iyer,45,True,90774,1,18,5,0,No,Yes,Yes,4,Bachelor's,Sales,Account Executive,3.340870133196649,6.714928319407713,0
52760,Karen Taylor,39,True,73763,1,16,5,0,Yes,No,Yes,3,Bachelor's,Engineering,ML Engineer,1.729016802445539,4.7863872710018125,0
52761,Nina Brown,48,True,80033,1,21,12,0,No,Yes,Yes,3,Master's,Engineering,DevOps Engineer,5.896085763218755,1.0,0
52762,Olivia Smith,39,False,78765,0,15,7,0,No,Yes,Yes,4,Bachelor's,Operations,Ops Manager,1.0,7.161215808461493,0
52763,Nina Kumar,45,True,71692,0,23,3,0,No,Yes,Yes,4,High School,R&D,Researcher,1.3704491553852343,9.891187662671665,0
52765,Leo Smith,33,True,67865,0,5,13,3,No,Yes,Yes,3,Master's,Sales,Sales Manager,10.0,1.9779346703062481,0
52767,Ananya Sharma,38,False,77013,0,0,12,2,No,Yes,Yes,3,Bachelor's,Finance,Senior Analyst,10.0,3.9042719784246076,0
52775,Kiran Walker,27,True,66758,3,6,6,2,No,Yes,Yes,4,Bachelor's,Engineering,Software Engineer,5.639200026064758,2.935678281551064,0
52778,Ananya Kumar,40,True,70874,1,15,12,1,No,Yes,No,3,Bachelor's,Sales,Sales Manager,10.0,1.0031943580633031,0
52779,Ananya Thompson,29,False,60689,2,0,0,2,No,No,Yes,2,Diploma,Sales,Account Executive,7.832075781379251,1.705659667140445,0
52786,Karen Thompson,43,True,67469,3,14,14,0,No,Yes,No,4,Master's,Finance,Senior Analyst,7.373026242648038,10.0,0
52792,David Taylor,33,True,60257,2,8,7,0,No,Yes,Yes,3,Bachelor's,Finance,Analyst,5.374736161146426,5.749952376064659,0
52795,David Walker,39,False,76446,3,14,8,0,No,Yes,Yes,4,Diploma,Engineering,ML Engineer,4.736092628812632,2.7905569756707713,0
52798,Sophia Walker,31,True,80015,0,0,13,0,Yes,No,Yes,2,Bachelor's,Operations,Operations Coordinator,7.359128539369561,5.211862492890591,0
52800,Kiran Walker,26,False,62110,1,0,1,2,No,Yes,No,3,Bachelor's,Engineering,ML Engineer,4.523609565606177,9.54210238757594,0
52801,David Smith,27,True,59467,0,0,14,2,No,Yes,Yes,1,Bachelor's,Support,Customer Specialist,5.360354604859149,3.5356300341895013,0
52803,Sophia Miller,32,True,61606,1,11,4,0,No,Yes,Yes,3,Bachelor's,HR,HR Manager,7.526741477282125,3.3408337691880314,0
52805,John Brown,42,False,67008,1,17,11,3,No,Yes,Yes,3,Bachelor's,Sales,Sales Manager,10.0,3.6686395287246536,0
52807,John Gupta,27,False,79786,2,3,12,0,No,Yes,Yes,4,Diploma,Sales,Sales Manager,5.4529414935736735,1.0,0
52808,Ananya Patel,31,True,68027,0,5,4,2,No,No,Yes,3,High School,Finance,Senior Analyst,4.979416997806953,7.0150380345678345,0
52810,Vikram Patel,42,False,69983,0,14,10,1,No,Yes,Yes,3,Bachelor's,Finance,Senior Analyst,8.91559902250432,1.1309218957763445,0
52811,Emily Taylor,21,True,67745,1,0,6,1,No,No,Yes,3,Bachelor's,Operations,Ops Manager,7.609380013157575,6.584077064830058,0
52813,Nina Gupta,37,False,73240,3,7,14,3,No,Yes,No,3,Bachelor's,Operations,Operations Coordinator,10.0,2.499919617212914,0
52818,Nina Kumar,25,True,64797,0,0,11,3,No,Yes,Yes,3,Bachelor's,Sales,Sales Manager,6.441958133838489,1.2086534360431775,0
52820,Rohit Singh,40,True,62696,0,3,14,0,Yes,Yes,No,1,High School,HR,HR Manager,1.98454208055065,10.0,0
52823,Ananya Iyer,25,True,71209,3,0,12,0,No,Yes,Yes,4,Diploma,Finance,Analyst,7.656777983747366,1.0,0
52825,Vikram Thompson,37,True,68638,2,6,10,0,Yes,Yes,Yes,3,Bachelor's,Engineering,ML Engineer,8.645563479921211,6.037425180126739,0
52833,Nina Thompson,35,True,82192,2,8,4,2,No,Yes,No,4,Diploma,HR,HR Manager,7.067784727891759,2.197764032203667,0
52838,Luke Miller,36,False,88629,1,9,2,0,No,Yes,Yes,5,Bachelor's,Finance,Senior Analyst,5.308927366422071,4.054785350236069,0
52841,Olivia Wilson,30,False,66661,2,0,10,1,No,Yes,Yes,3,Bachelor's,Finance,Senior Analyst,9.829536735565352,10.0,0
52843,Karen Brown,30,False,87324,3,4,11,0,Yes,Yes,No,2,Bachelor's,R&D,Scientist,9.720406193941635,2.984894411852377,0
52844,Kiran Thompson,62,False,63878,3,10,0,0,Yes,Yes,Yes,3,Master's,Engineering,ML Engineer,7.864752721467315,4.249956783475904,0
52849,David Smith,29,True,70593,3,0,13,0,No,Yes,Yes,2,Master's,R&D,Researcher,6.753592670990029,1.0,0
52855,Michael Brown,48,False,76893,0,10,13,1,No,Yes,Yes,3,Bachelor's,HR,HR Executive,5.070958914025158,5.565550709669354,0
52858,Ananya Iyer,30,False,82433,0,6,9,1,No,No,Yes,1,Bachelor's,Engineering,Software Engineer,4.3560437464345085,3.507299016882196,0
52859,Arun Johnson,25,True,74548,1,3,0,3,Yes,Yes,Yes,4,Bachelor's,Operations,Ops Manager,7.828603398393138,4.3459516624869465,0
52863,Rohit Lewis,29,True,88540,2,0,7,0,No,No,Yes,4,Master's,Engineering,Software Engineer,4.957446822085373,5.141753154447928,0
52867,Sophia Miller,30,False,76184,0,0,14,1,Yes,Yes,Yes,3,Master's,Finance,Senior Analyst,7.653369917287263,8.376010791524198,0
52874,Linda Thomas,35,False,68146,0,6,12,1,No,Yes,Yes,5,Master's,Operations,Operations Coordinator,7.136325250954549,2.640539980621552,0
52876,Kiran Thompson,20,False,74395,0,0,9,0,No,Yes,Yes,3,Bachelor's,Finance,Analyst,10.0,5.227832267491822,0
52879,Nina Miller,29,False,72414,0,0,1,2,No,No,No,1,Diploma,HR,HR Manager,10.0,4.094324483539705,0
52882,Priya Brown,25,True,78875,3,0,14,0,Yes,Yes,Yes,3,Diploma,Finance,Analyst,10.0,7.114563080345425,0
52883,Rohit Thomas,29,True,89566,1,4,6,1,No,Yes,Yes,4,Master's,HR,HR Executive,10.0,6.305500440093011,0
52886,Emily Brown,49,True,60666,1,23,12,2,No,Yes,Yes,3,Diploma,HR,HR Executive,1.0,10.0,0
52887,Aisha Kumar,25,False,80449,2,0,14,3,No,Yes,Yes,4,High School,HR,HR Manager,6.701116086140942,1.0,0
52891,Aisha Williams,32,False,95091,1,0,4,0,No,Yes,No,2,Bachelor's,Support,Support Engineer,10.0,3.113114762355636,0
52892,Sophia Walker,40,True,95104,1,10,6,2,Yes,Yes,Yes,3,Bachelor's,HR,HR Executive,6.25868657781609,3.903815892815094,0
52893,Sophia Iyer,27,True,66551,0,3,0,1,No,Yes,Yes,4,Bachelor's,Operations,Ops Manager,10.0,6.4083542072372115,0
52896,Emily Smith,30,True,63229,1,3,12,1,Yes,Yes,Yes,3,Bachelor's,Finance,Analyst,6.378283884087022,10.0,0
52897,Linda Williams,32,False,59858,1,5,8,1,No,Yes,Yes,1,High School,Finance,Analyst,7.47691217846607,7.229114927580516,0
52902,Leo Patel,18,False,79046,3,0,14,3,Yes,Yes,Yes,4,Bachelor's,R&D,Scientist,6.193204246671314,1.0,0
52904,Michael Walker,37,False,69184,1,0,13,0,No,Yes,Yes,3,Bachelor's,R&D,Scientist,9.245458229630891,2.45639500907919,0
52905,Kiran Anderson,42,False,81071,1,18,2,0,No,Yes,Yes,4,Master's,HR,HR Manager,9.16134730451171,1.424271297678327,0
52906,Sarah Thomas,29,True,65339,3,0,6,2,Yes,Yes,Yes,3,Bachelor's,Sales,Account Executive,4.56200803029655,10.0,0
52912,Karen Smith,34,True,74656,2,1,7,0,Yes,Yes,Yes,3,Bachelor's,R&D,Researcher,10.0,8.164990261749113,0
52913,Sarah Iyer,40,True,97888,3,13,6,1,Yes,Yes,Yes,4,Bachelor's,Engineering,ML Engineer,6.423368925861672,1.3469069798641087,0
52921,Linda Lewis,37,False,88195,0,12,8,0,Yes,Yes,No,4,Bachelor's,Support,Support Engineer,10.0,3.8665215251340737,0
52925,Emily Smith,43,True,80879,1,17,10,1,No,Yes,Yes,4,Bachelor's,Support,Customer Specialist,10.0,6.590575198174598,0
52927,Nina Taylor,48,True,80728,1,12,6,3,Yes,Yes,Yes,2,Bachelor's,Operations,Operations Coordinator,1.0,10.0,0
52929,Aisha Lewis,34,False,60135,0,3,7,2,Yes,Yes,No,2,High School,HR,HR Manager,1.0,7.7819015483415885,0
52931,John Smith,34,True,60020,3,2,11,1,No,Yes,Yes,3,Bachelor's,Finance,Senior Analyst,1.0,9.992112230477947,0
52932,Arun Smith,19,True,80018,1,0,3,3,No,Yes,Yes,3,Master's,Support,Customer Specialist,4.396386305239165,1.0,0
52936,Daniel Wilson,37,True,64927,3,11,8,2,No,Yes,Yes,3,Master's,Sales,Sales Manager,10.0,4.650530091825695,0
52938,Aisha Brown,44,False,88860,1,14,7,1,No,Yes,Yes,4,Diploma,Finance,Analyst,10.0,1.4012323789232397,0
52942,Daniel Thomas,39,False,76864,0,4,11,2,No,Yes,Yes,3,High School,R&D,Researcher,10.0,2.7063833688551524,0
52946,Arun Kumar,48,False,98613,3,22,1,3,No,Yes,Yes,3,Master's,Support,Support Engineer,10.0,5.960036676443871,0
52949,Leo Sharma,32,False,58727,0,0,6,1,No,Yes,Yes,4,Master's,Support,Support Engineer,5.564007373636295,6.248581527941946,0
52954,Michael Kumar,25,False,60424,2,0,14,1,No,Yes,Yes,2,Diploma,Sales,Sales Manager,7.458463343395083,6.511453976824626,0
52956,Leo Brown,29,False,77650,0,0,8,1,No,Yes,Yes,2,Bachelor's,Engineering,Software Engineer,9.496700965450081,1.7691986400508952,0
52960,Arun Gupta,55,True,75794,2,28,2,2,No,No,No,4,Bachelor's,Operations,Operations Coordinator,10.0,1.0,0
52964,John Johnson,28,True,76626,2,0,1,3,No,Yes,Yes,3,Diploma,Sales,Sales Manager,10.0,1.0,0
52965,Leo Thomas,40,True,67754,3,9,2,2,No,No,Yes,3,Bachelor's,Engineering,ML Engineer,9.668668187264082,2.6409262629405097,0
52967,Michael Iyer,33,True,71759,3,5,2,0,Yes,Yes,Yes,4,Bachelor's,R&D,Scientist,7.9288534888052675,3.89948669032275,0
52968,Kiran Smith,50,False,62931,0,25,0,0,Yes,No,No,3,Bachelor's,Sales,Account Executive,2.7047939600845465,3.9833202065040147,0
52970,Ananya Singh,41,False,69122,1,19,2,2,No,Yes,Yes,3,Master's,Support,Customer Specialist,2.389816867966351,2.367546764323138,0
52971,Ananya Davis,34,True,94251,1,9,1,1,No,Yes,Yes,2,Bachelor's,Operations,Operations Coordinator,7.6239351189181,1.6970939296569165,0
52974,Sarah Miller,37,True,64586,3,8,3,1,No,Yes,Yes,3,Diploma,Sales,Account Executive,7.558107375363031,5.783000937449129,0
52982,Nina Patel,35,False,74599,1,0,13,3,Yes,Yes,Yes,3,High School,Support,Customer Specialist,10.0,3.5690365750397803,0
52990,Sarah Davis,27,False,67245,1,0,13,0,No,Yes,No,2,Bachelor's,Sales,Sales Manager,10.0,1.0,0
52991,Nina Brown,31,False,78854,2,10,5,2,No,Yes,Yes,3,Master's,Support,Customer Specialist,7.498166611920241,7.049126255203622,0
52995,Sophia Lewis,36,False,87820,2,14,9,0,No,Yes,No,2,Bachelor's,Engineering,ML Engineer,8.036850135545016,1.0,0
52997,Kiran Kumar,35,False,67399,1,0,6,2,Yes,Yes,Yes,4,Master's,Operations,Operations Coordinator,9.629082178045127,9.765133464943325,0
53005,Michael Thomas,43,True,67211,0,18,7,2,No,Yes,Yes,3,Bachelor's,Support,Support Engineer,10.0,1.0252336265569726,0
53020,Nina Williams,42,True,89644,0,19,12,1,No,Yes,Yes,4,Master's,Operations,Operations Coordinator,5.033200006650481,6.100252987323325,0
53023,Olivia Smith,34,False,70318,0,3,6,3,No,Yes,Yes,3,Diploma,Engineering,ML Engineer,6.037157864998477,1.6970034911417553,0
53024,Linda Walker,24,False,89567,0,0,14,1,No,No,Yes,3,Bachelor's,R&D,Scientist,10.0,5.331954629427379,0
53026,Arun Smith,36,True,72877,0,6,5,3,No,Yes,Yes,2,Bachelor's,Engineering,ML Engineer,10.0,2.1125832759001026,0
53027,Rohit Taylor,42,True,69015,1,2,10,0,Yes,Yes,Yes,2,Bachelor's,Operations,Ops Manager,10.0,6.5547920559865736,0
53043,Nina Sharma,21,False,78780,0,0,5,0,Yes,Yes,Yes,2,High School,Support,Support Engineer,6.045314057661334,7.696713212626356,0
53048,Sophia Johnson,37,False,69334,0,12,0,3,No,Yes,Yes,3,Master's,Sales,Sales Manager,10.0,2.8875492370153077,0
53050,Emily Patel,24,True,73260,0,0,12,2,No,No,Yes,3,Bachelor's,HR,HR Executive,3.1568924604428616,10.0,0
53051,Luke Johnson,24,False,70584,0,0,12,0,Yes,Yes,Yes,4,Master's,Support,Customer Specialist,6.327334385151247,7.052292479866474,0
53056,Olivia Kumar,30,False,64619,2,2,3,0,No,Yes,Yes,2,Master's,Finance,Analyst,6.006885693569104,7.1769742673513,0
53059,Sarah Thompson,33,True,83564,0,4,7,0,No,Yes,Yes,4,Diploma,R&D,Scientist,10.0,2.5537207648015094,0
53060,Karen Davis,24,False,70485,0,0,14,2,No,No,Yes,2,Bachelor's,HR,HR Manager,9.209412341682444,7.443044691712285,0
53062,Nina Davis,54,True,89065,3,32,13,0,No,Yes,Yes,3,Bachelor's,R&D,Researcher,10.0,10.0,0
53064,Luke Brown,37,True,96978,0,8,14,3,Yes,No,Yes,3,Diploma,Finance,Senior Analyst,9.851803060915795,1.5793634348123726,0
53067,Leo Wilson,59,True,97453,0,23,13,1,No,Yes,No,4,Bachelor's,Engineering,ML Engineer,10.0,1.0,0
53069,Emily Smith,56,True,96423,1,34,2,1,No,Yes,Yes,2,Diploma,Sales,Account Executive,10.0,1.7817496105106017,0
53070,Aisha Walker,28,True,70942,1,6,2,1,No,No,Yes,4,Diploma,R&D,Researcher,7.027123940692862,1.0,0
